,Oligo,eL2/3,eL4,eL5,eL6
x4534y2363,1.0,0.0,0.0,0.0,0.0
x5034y2363,0.9380226582187815,0.06197734178121845,0.0,0.0,0.0
x5534y2363,1.0,0.0,0.0,0.0,0.0
x6034y2363,1.0,0.0,0.0,0.0,0.0
x6534y2363,1.0,0.0,0.0,0.0,0.0
x7034y2363,1.0,0.0,0.0,0.0,0.0
x7534y2363,1.0,0.0,0.0,0.0,0.0
x8034y2363,1.0,0.0,0.0,0.0,0.0
x8534y2363,1.0,0.0,0.0,0.0,0.0
x9034y2363,1.0,0.0,0.0,0.0,0.0
x9534y2363,1.0,0.0,0.0,0.0,0.0
x10034y2363,1.0,0.0,0.0,0.0,0.0
x10534y2363,1.0,0.0,0.0,0.0,0.0
x34y2863,0.7540619420416719,0.0,0.0,0.0,0.24593805795832804
x534y2863,1.0,0.0,0.0,0.0,0.0
x1034y2863,1.0,0.0,0.0,0.0,0.0
x1534y2863,1.0,0.0,0.0,0.0,0.0
x2034y2863,1.0,0.0,0.0,0.0,0.0
x2534y2863,1.0,0.0,0.0,0.0,0.0
x3034y2863,0.9227084275577674,0.0,0.0,0.07729157244223255,0.0
x3534y2863,1.0,0.0,0.0,0.0,0.0
x4534y2863,1.0,0.0,0.0,0.0,0.0
x5034y2863,0.8684028017113826,0.1315971951616657,3.126951607801545e-09,0.0,0.0
x5534y2863,1.0,0.0,0.0,0.0,0.0
x6534y2863,1.0,0.0,0.0,0.0,0.0
x7034y2863,1.0,0.0,0.0,0.0,0.0
x7534y2863,1.0,0.0,0.0,0.0,0.0
x8534y2863,1.0,0.0,0.0,0.0,0.0
x9034y2863,0.14848602482677045,0.0,0.0,0.0,0.8515139751732296
x9534y2863,0.0,0.0,0.0,0.426819631955448,0.573180368044552
x10034y2863,1.0,0.0,0.0,0.0,0.0
x10534y2863,0.818129750870903,0.0,0.0,0.0,0.18187024912909702
x34y3363,0.5362254344022451,0.0,0.0,0.0,0.4637745655977548
x534y3363,1.0,0.0,0.0,0.0,0.0
x1034y3363,0.8903175516816645,0.10968244831833555,0.0,0.0,0.0
x1534y3363,1.0,0.0,0.0,0.0,0.0
x2034y3363,1.0,0.0,0.0,0.0,0.0
x2534y3363,1.0,0.0,0.0,0.0,0.0
x3034y3363,1.0,0.0,0.0,0.0,0.0
x4534y3363,0.0,0.0,0.0,0.0,1.0
x5034y3363,0.0,0.0,0.0,1.0,0.0
x5534y3363,0.0,0.0,0.0,0.0,1.0
x6034y3363,0.0,0.0,0.0,0.2870500265931575,0.7129499734068426
x6534y3363,0.08253164691919018,0.0,0.0,0.0,0.9174683530808099
x7034y3363,0.5708815503261953,0.0,0.0,0.0,0.4291184496738047
x7534y3363,0.20733231880725606,0.0,0.0,0.267118609948675,0.5255490712440689
x8034y3363,0.6938010634482885,0.0,0.0,0.3061989365517115,0.0
x8534y3363,0.1579413737107402,0.0,0.0,0.0,0.8420586262892599
x9034y3363,0.17585771133556782,0.0,0.0,0.0,0.8241422886644322
x9534y3363,0.0,0.0,0.0,0.2446491684998111,0.7553508315001888
x10034y3363,0.0,0.0,0.0,0.0,1.0
x10534y3363,0.15046680531545303,0.0,0.0,0.0,0.849533194684547
x34y3863,0.19044581217518144,0.0,0.0,0.0,0.8095541878248186
x534y3863,0.1052731165110651,0.0,0.0,0.3147004522216773,0.5800264312672576
x1034y3863,1.0,0.0,0.0,0.0,0.0
x1534y3863,0.5140014532515227,0.0,0.0,0.0,0.4859985467484772
x2034y3863,1.0,0.0,0.0,0.0,0.0
x2534y3863,1.0,0.0,0.0,0.0,0.0
x3034y3863,1.0,0.0,0.0,0.0,0.0
x3534y3863,1.0,0.0,0.0,0.0,0.0
x4534y3863,0.0,0.0,0.0,0.18588064425708709,0.814119355742913
x5034y3863,0.19165561250420235,0.0,0.0,0.0,0.8083443874957977
x5534y3863,0.061555616412643545,0.0,0.0,0.0,0.9384443835873565
x6034y3863,0.1728531888675693,0.0,0.0,0.0,0.8271468111324307
x6534y3863,0.075738543070774,0.0,0.0,0.0,0.9242614569292259
x7034y3863,0.0,0.0,0.0,0.0,1.0
x7534y3863,0.0,0.0,0.0,0.0,1.0
x8034y3863,0.0,0.0,0.0,0.0,1.0
x8534y3863,0.39160128246022935,0.0,0.0,0.0,0.6083987175397707
x9034y3863,0.0,0.0,0.0,0.0,1.0
x9534y3863,0.0,0.0,0.0,0.0,1.0
x10034y3863,0.0,0.0,0.0,0.0,1.0
x10534y3863,0.0,0.0,0.0,0.0,1.0
x34y4363,0.0,0.0,0.0,0.0,1.0
x534y4363,0.0,0.0,0.0,0.0,1.0
x1034y4363,1.0,0.0,0.0,0.0,0.0
x1534y4363,0.0,0.0,0.0,0.0,1.0
x2034y4363,0.843883267878213,0.0,0.0,0.1561167321217871,0.0
x2534y4363,0.5663177611362576,0.0,0.0,0.0,0.43368223886374235
x3034y4363,1.0,0.0,0.0,0.0,0.0
x4534y4363,0.0,0.0,0.0,0.0,1.0
x5034y4363,0.0,0.10734092127851605,0.0,0.0,0.892659078721484
x5534y4363,0.0,0.0,0.0,0.0,1.0
x6034y4363,0.0,0.0,0.0,0.0,1.0
x6534y4363,0.0,0.0,0.0,0.0,1.0
x7034y4363,0.0,0.0,0.0,1.0,0.0
x8034y4363,0.0,0.1356248468994304,0.0,0.0,0.8643751531005696
x8534y4363,0.0,0.0,0.0,0.0,1.0
x9034y4363,0.0,0.0,0.0,0.0,1.0
x9534y4363,0.0,0.1559782803229917,0.0,0.0,0.8440217196770083
x10034y4363,0.0,0.0,0.0,0.0,1.0
x10534y4363,0.0,0.0,0.0,0.0,1.0
x34y4863,0.0,0.0,0.0,0.0,1.0
x534y4863,0.0,0.0,0.0,0.0,1.0
x1034y4863,0.0,0.0,0.0,0.0,1.0
x1534y4863,0.0,0.0,0.0,0.0,1.0
x2034y4863,0.0,0.0,0.0,0.0,1.0
x2534y4863,0.4780976866262504,0.0,0.0,0.0,0.5219023133737496
x3034y4863,0.5707411867143278,0.0,0.0,0.0,0.42925881328567217
x3534y4863,0.0,0.0,0.0,0.283650013801336,0.7163499861986641
x4534y4863,0.0,0.0,0.0,0.0,1.0
x5034y4863,0.0,0.0,0.0,0.0,1.0
x5534y4863,0.0,0.14805886389197573,0.0,0.0,0.8519411361080242
x6034y4863,0.0,0.0,0.0,0.0,1.0
x6534y4863,0.0,0.0,0.0,0.0,1.0
x7034y4863,0.0,0.0,0.0,0.0,1.0
x7534y4863,0.0,0.702368650929771,0.0,0.29763134907022903,0.0
x8034y4863,0.17014970745072355,0.0,0.0,0.0,0.8298502925492764
x8534y4863,0.0,0.0,0.0,0.0,1.0
x9034y4863,0.0755805154778791,0.0,0.0,0.123423010095617,0.8009964744265038
x9534y4863,0.0,0.17340521070447093,0.18387498557197604,0.0,0.6427198037235531
x10034y4863,0.0,0.0,0.0,0.45407570411315684,0.5459242958868431
x10534y4863,0.0,0.0,0.0,1.0,0.0
x34y5363,0.0,0.0,0.0,0.0,1.0
x534y5363,3.0390578430650176e-09,0.0,0.0,0.0,0.9999999969609421
x1034y5363,0.0,0.0,0.0,0.0,1.0
x1534y5363,0.0,0.0,0.0,0.0,1.0
x2034y5363,0.0,0.0,0.0,0.0,1.0
x2534y5363,0.09447268800476019,0.0,0.0,0.0,0.9055273119952398
x3034y5363,0.21199756216948776,0.0,0.0,0.0,0.7880024378305122
x3534y5363,0.0,0.0,0.0,0.18961198435926743,0.8103880156407326
x4534y5363,0.20598060509013752,0.0,0.0,0.0,0.7940193949098625
x5034y5363,0.0,0.0,0.0,0.0,1.0
x5534y5363,0.0,0.0,0.0,0.0,1.0
x6034y5363,0.0,0.0,0.0,0.0,1.0
x6534y5363,0.0,0.0,0.0,0.0,1.0
x7034y5363,0.0,0.0,0.0,0.3916651388845069,0.6083348611154931
x8534y5363,0.869744969825437,0.13025503017456294,0.0,0.0,0.0
x9034y5363,0.0,0.0,0.0,0.0,1.0
x9534y5363,0.06890267822914754,0.14519367610485823,0.0,0.0,0.7859036456659942
x10034y5363,0.0,0.0,0.23593060311021896,0.0,0.764069396889781
x34y5863,0.0,0.0,0.0,0.0,1.0
x534y5863,0.0,0.0,0.0,0.0,1.0
x1034y5863,0.0,0.1365090574945476,0.0,0.0,0.8634909425054523
x1534y5863,0.0,0.0,0.0,0.0,1.0
x2034y5863,0.0,0.0,0.0,0.0,1.0
x2534y5863,0.0,0.0,0.0,0.0,1.0
x3034y5863,0.0,0.0,0.0,0.0,1.0
x3534y5863,0.0,0.0,0.0,0.0,1.0
x4534y5863,0.5985912960820602,0.0,0.0,0.0,0.40140870391794
x5034y5863,0.0,0.4862726411862254,0.0,0.5137273588137746,0.0
x5534y5863,0.06962786443774521,0.0,0.0,0.0,0.9303721355622547
x6534y5863,0.0,0.0,0.0,0.5677020999244656,0.43229790007553437
x7034y5863,0.0,0.0,0.0,1.0,0.0
x7534y5863,0.2578784415593412,0.0,0.0,0.0,0.7421215584406589
x8034y5863,0.0,0.0,0.0,1.0,0.0
x8534y5863,0.28695002738201775,0.2866149763286288,0.0,0.0,0.4264349962893535
x9034y5863,0.629145523048364,0.0,0.0,0.37085447695163587,0.0
x9534y5863,0.0,0.0,0.20112151506684575,0.4263443690435934,0.37253411588956087
x10034y5863,0.0,0.0,0.0,1.0,0.0
x10534y5863,0.0,0.0,0.0,0.8222300245924661,0.17776997540753392
x34y6363,0.35427947006508764,0.0,0.0,0.3194615363865414,0.326258993548371
x534y6363,0.5887541801251114,0.0,0.16072414226477869,0.25052167761010996,0.0
x1034y6363,0.0,0.0,0.0,0.0,1.0
x1534y6363,0.0,0.0,0.0,0.0,1.0
x2034y6363,0.4421964637862203,0.0,0.0,0.15241397587800298,0.40538956033577656
x2534y6363,0.32353139396101604,0.0,0.0,0.0,0.676468606038984
x3034y6363,0.052749350732768145,0.0,0.0,0.0,0.9472506492672319
x3534y6363,0.0,0.0,0.0,0.0,1.0
x4534y6363,0.0,0.3142780429762985,0.0,0.0,0.6857219570237015
x5034y6363,0.0,0.0,0.0,1.0,0.0
x5534y6363,0.0,0.0,0.0,1.0,0.0
x6034y6363,0.9191086445542375,0.0,0.0,0.08089135343449541,2.011267058238787e-09
x6534y6363,0.0,0.0,0.0,1.0,0.0
x7034y6363,0.25352962437592713,0.0,0.0,0.653325113830328,0.09314526179374487
x7534y6363,0.0,0.0,0.0,1.0,0.0
x8034y6363,0.0,0.0,0.0,1.0,0.0
x8534y6363,0.0,0.0,0.0,1.0,0.0
x9034y6363,0.6360446045288611,0.0,0.0,0.0,0.363955395471139
x9534y6363,0.0,0.0,0.0,0.5813963620366825,0.4186036379633174
x10034y6363,0.0,0.0,0.0,1.0,0.0
x10534y6363,0.0,0.0,0.0,1.0,0.0
x34y6863,0.041451659136882,0.0,0.0,0.958548340863118,0.0
x534y6863,0.09429473252182459,0.0,0.0,0.9057052674781754,0.0
x1534y6863,0.0,0.0,0.2476708771482356,0.7523291228517642,0.0
x2034y6863,0.0,0.0,0.3397039810168726,0.6602960189831274,0.0
x2534y6863,0.1359781125616733,0.0,0.0,0.0,0.8640218874383268
x3034y6863,0.0,0.0,0.24539798106539468,0.0,0.7546020189346052
x3534y6863,0.0,0.0,0.4719653717366434,0.0,0.5280346282633566
x5034y6863,0.17858536625711077,0.22001068785741454,0.0,0.4919756502076254,0.10942829567784923
x5534y6863,0.28589298855263534,0.0,0.0,0.7141070114473647,0.0
x6034y6863,0.0,0.0,0.0,1.0,0.0
x6534y6863,0.0,0.0,0.0,0.0,1.0
x7034y6863,0.6272718865419308,0.0,0.0,0.37272811345806933,0.0
x7534y6863,0.0,0.0,0.0,1.0,0.0
x8034y6863,0.0,0.0,0.0,1.0,0.0
x8534y6863,0.0,0.0,0.0,1.0,0.0
x9034y6863,0.0,0.0,0.0,0.6901394797576492,0.3098605202423507
x9534y6863,0.0,0.0,0.0,1.0,0.0
x10534y6863,0.0,0.0,0.0,1.0,0.0
x34y7363,0.0,0.0,0.0,0.0,1.0
x1034y7363,0.0,0.0,0.0,1.0,0.0
x1534y7363,0.0,0.0,0.0,1.0,0.0
x2034y7363,0.0,0.0,0.0,1.0,0.0
x3534y7363,0.0,0.0,0.7125407453059989,0.2874592546940011,0.0
x4534y7363,0.255069277847668,0.0,0.0,0.744930722152332,0.0
x5034y7363,0.593518869963278,0.14052809831526286,0.0,0.26595303172145907,0.0
x5534y7363,0.8293843590358977,0.0,0.0,0.1706156409641022,0.0
x6534y7363,0.0,0.0,0.0,1.0,0.0
x7034y7363,0.0,0.0,0.0,0.7921326280869699,0.20786737191303015
x7534y7363,0.1016098744352331,0.0,0.0,0.8983901255647668,0.0
x8034y7363,0.0,0.0,0.47999637974856324,0.5200036202514368,0.0
x8534y7363,0.12118042396022191,0.0,0.3440702338714901,0.534749342168288,0.0
x9034y7363,0.0,0.0,0.4454199946593396,0.5545800053406603,0.0
x9534y7363,0.0,0.0,0.4885687329743154,0.5114312670256846,0.0
x10534y7363,0.0,0.0,0.5272312903635925,0.4727687096364076,0.0
x34y7863,0.5115417667213403,0.0,0.0,0.48845823327865967,0.0
x534y7863,0.0,0.0,0.0,1.0,0.0
x1034y7863,1.0,0.0,0.0,0.0,0.0
x1534y7863,0.0,0.0,0.0,1.0,0.0
x2034y7863,0.22598989663745342,0.0,0.0,0.7740101033625466,0.0
x2534y7863,0.0,0.0,0.0,1.0,0.0
x3034y7863,0.17565307417284276,0.0,0.0,0.8243469258271573,0.0
x4534y7863,0.0,0.0,0.0,1.0,0.0
x5034y7863,0.0,0.0,0.0,1.0,0.0
x5534y7863,0.0,0.0,0.0,1.0,0.0
x6034y7863,0.0,0.0,0.0,1.0,0.0
x6534y7863,0.0,0.0,1.0,0.0,0.0
x7034y7863,0.0,0.0,0.0,1.0,0.0
x7534y7863,0.6265978069060488,0.0,0.3734021930939512,0.0,0.0
x8034y7863,0.0,0.0,1.0,0.0,0.0
x8534y7863,0.0,0.0,0.7416530889452891,0.25834691105471086,0.0
x9034y7863,0.0,0.0,1.0,0.0,0.0
x9534y7863,0.0,0.0,0.7049597939926409,0.29504020600735914,0.0
x10034y7863,0.0,0.0,1.0,0.0,0.0
x10534y7863,0.0,0.0,1.0,0.0,0.0
x34y8363,0.0,0.0,0.0,1.0,0.0
x534y8363,0.4180767902242962,0.0,0.0,0.5819232097757039,0.0
x1034y8363,0.2536029933096238,0.0,0.0,0.7463970066903761,0.0
x2034y8363,0.0,0.0,0.0,1.0,0.0
x2534y8363,0.043299556907281524,0.0,0.0,0.0,0.9567004430927184
x3034y8363,0.013182340816626524,0.0,0.0,0.9868176591833734,0.0
x4534y8363,0.036966666543811255,0.0,0.9630333334561887,0.0,0.0
x5034y8363,0.0,0.0,0.0,1.0,0.0
x6034y8363,0.0,0.0,1.0,0.0,0.0
x6534y8363,0.0,0.0,1.0,0.0,0.0
x7034y8363,0.25218755905574797,0.10271780350566084,0.6450946374385912,0.0,0.0
x7534y8363,0.0,0.0,1.0,0.0,0.0
x8034y8363,0.0,0.0,1.0,0.0,0.0
x8534y8363,0.03445500541352737,0.0,0.9655449945864727,0.0,0.0
x9034y8363,0.0,0.0,1.0,0.0,0.0
x9534y8363,0.0,0.0,1.0,0.0,0.0
x10034y8363,0.0,0.0,1.0,0.0,0.0
x10534y8363,0.0,0.0,1.0,0.0,0.0
x34y8863,0.0,0.0,1.0,0.0,0.0
x534y8863,0.0,0.0,1.0,0.0,0.0
x1034y8863,0.0,0.0,0.0,1.0,0.0
x2034y8863,0.27501565267163935,0.0,0.0,0.7249843473283606,0.0
x2534y8863,0.0,0.0,0.0,1.0,0.0
x3034y8863,0.0,0.0,0.0,1.0,0.0
x4534y8863,0.0,0.0,1.0,0.0,0.0
x5034y8863,0.0,0.0,1.0,0.0,0.0
x5534y8863,0.0,0.18000538330640667,0.8199946166935933,0.0,0.0
x6034y8863,0.0,0.0,1.0,0.0,0.0
x6534y8863,0.0,0.0,1.0,0.0,0.0
x7034y8863,0.0,0.19556625776810535,0.8044337422318948,0.0,0.0
x7534y8863,0.0,0.0,1.0,0.0,0.0
x8034y8863,0.0,0.0,1.0,0.0,0.0
x8534y8863,0.0,0.0,1.0,0.0,0.0
x9034y8863,0.11125280976241705,0.0,0.888747190237583,0.0,0.0
x9534y8863,0.0,0.0,1.0,0.0,0.0
x10034y8863,0.0,0.0,1.0,0.0,0.0
x10534y8863,0.8712689006469541,0.0,0.0,0.0,0.12873109935304597
x34y9363,0.046633638043723294,0.0,0.9533663619562767,0.0,0.0
x534y9363,0.0,0.0,1.0,0.0,0.0
x1034y9363,0.43718617706548557,0.0,0.0,0.5628138229345144,0.0
x1534y9363,0.0,0.0,0.0,1.0,0.0
x2034y9363,0.0,0.0,0.3607283927059642,0.6392716072940359,0.0
x2534y9363,0.0,0.0,0.0,1.0,0.0
x3534y9363,0.0,0.0,0.0,1.0,0.0
x4534y9363,0.0,0.3049114096874458,0.6950885903125542,0.0,0.0
x5034y9363,0.0,0.36528024022360106,0.0,0.0,0.6347197597763989
x5534y9363,0.0,0.0,1.0,0.0,0.0
x6034y9363,0.0,0.0,1.0,0.0,0.0
x6534y9363,0.01473232168909113,0.0,0.9852676783109088,0.0,0.0
x7034y9363,0.0,0.0,1.0,0.0,0.0
x7534y9363,0.0,0.0,1.0,0.0,0.0
x8034y9363,0.0,0.23851847854297434,0.7614815214570256,0.0,0.0
x8534y9363,0.0,0.0,1.0,0.0,0.0
x9034y9363,0.15892569701056672,0.35326816065999417,0.4878061423294392,0.0,0.0
x9534y9363,0.0,1.0,0.0,0.0,0.0
x10034y9363,0.04121793089757033,0.9587820691024298,0.0,0.0,0.0
x10534y9363,0.0,0.0,1.0,0.0,0.0
x34y9863,0.0,0.0,1.0,0.0,0.0
x534y9863,0.0,0.0,1.0,0.0,0.0
x1034y9863,0.0,0.0,1.0,0.0,0.0
x1534y9863,0.0,0.0,1.0,0.0,0.0
x2034y9863,0.2766702431776086,0.0,0.7233297568223914,0.0,0.0
x2534y9863,0.02215597855759325,0.0,0.5448046337781399,0.4330393876642669,0.0
x3034y9863,0.0,0.0,0.5533711789435454,0.44662882105645463,0.0
x3534y9863,0.0,0.0,0.0,0.7308900562561235,0.26910994374387653
x4534y9863,0.0,0.4371067960946378,0.5628932039053622,0.0,0.0
x5034y9863,0.0,0.0,1.0,0.0,0.0
x5534y9863,0.06538288042150335,0.0,0.9346171195784966,0.0,0.0
x6034y9863,0.11090906738343174,0.0,0.8890909326165682,0.0,0.0
x6534y9863,0.0,0.0,1.0,0.0,0.0
x7034y9863,0.0,0.12422283714528969,0.6971999099202696,0.17857725293444077,0.0
x7534y9863,0.0,0.0,1.0,0.0,0.0
x8034y9863,0.11526909112818197,0.38872658905067714,0.4960043198211409,0.0,0.0
x8534y9863,0.12085087231207656,0.0,0.8791491276879234,0.0,0.0
x9034y9863,0.0,1.0,0.0,0.0,0.0
x9534y9863,0.0,1.0,0.0,0.0,0.0
x10034y9863,0.0,1.0,0.0,0.0,0.0
x10534y9863,0.0,1.0,0.0,0.0,0.0
x34y10363,0.197579031014669,0.0,0.802420968985331,0.0,0.0
x534y10363,0.0,0.0,1.0,0.0,0.0
x1034y10363,0.0,0.0,1.0,0.0,0.0
x1534y10363,0.0,0.0,1.0,0.0,0.0
x2034y10363,0.0,0.0,1.0,0.0,0.0
x2534y10363,0.0,0.0,1.0,0.0,0.0
x3034y10363,0.016010280156759666,0.0,0.9839897198432404,0.0,0.0
x3534y10363,0.15152477553371313,0.0,0.5324836068773506,0.31599161758893635,0.0
x4534y10363,0.0,1.0,0.0,0.0,0.0
x5034y10363,0.0,0.6553636597775018,0.3446363402224983,0.0,0.0
x5534y10363,0.0,1.0,0.0,0.0,0.0
x6034y10363,0.0,1.0,0.0,0.0,0.0
x6534y10363,0.0,0.0,1.0,0.0,0.0
x7034y10363,0.0,0.5032063352881102,0.4967936647118899,0.0,0.0
x7534y10363,0.8983769844030894,0.10162301559691062,0.0,0.0,0.0
x8034y10363,0.0,1.0,0.0,0.0,0.0
x8534y10363,0.0,1.0,0.0,0.0,0.0
x9034y10363,0.2931634533165717,0.7068365466834283,0.0,0.0,0.0
x9534y10363,0.0,1.0,0.0,0.0,0.0
x10034y10363,0.0,1.0,0.0,0.0,0.0
x10534y10363,0.0,1.0,0.0,0.0,0.0
x34y10863,0.0,0.0,1.0,0.0,0.0
x534y10863,0.0,0.0,1.0,0.0,0.0
x1034y10863,0.0,0.1369817867714516,0.8630182132285484,0.0,0.0
x1534y10863,0.0,0.0,1.0,0.0,0.0
x2034y10863,0.023369292138823352,0.0,0.9766307078611767,0.0,0.0
x2534y10863,0.0,0.0,1.0,0.0,0.0
x3034y10863,0.08059887493662954,0.0,0.9194011250633705,0.0,0.0
x3534y10863,0.0,0.24959299423644493,0.750407005763555,0.0,0.0
x4534y10863,0.0,1.0,0.0,0.0,0.0
x5034y10863,0.0,1.0,0.0,0.0,0.0
x5534y10863,0.0,1.0,0.0,0.0,0.0
x6034y10863,0.0,1.0,0.0,0.0,0.0
x6534y10863,0.0,1.0,0.0,0.0,0.0
x7034y10863,0.0,1.0,0.0,0.0,0.0
x7534y10863,0.08026869863985757,0.9197313013601424,0.0,0.0,0.0
x8034y10863,0.0,1.0,0.0,0.0,0.0
x8534y10863,0.0,1.0,0.0,0.0,0.0
x9034y10863,0.0,1.0,0.0,0.0,0.0
x9534y10863,0.0,1.0,0.0,0.0,0.0
x10034y10863,0.0,1.0,0.0,0.0,0.0
x10534y10863,0.0,1.0,0.0,0.0,0.0
x34y11363,0.0,1.0,0.0,0.0,0.0
x534y11363,0.0,0.0,1.0,0.0,0.0
x1034y11363,0.18259467227457166,0.0,0.8174053277254283,0.0,0.0
x1534y11363,0.0,1.0,0.0,0.0,0.0
x2034y11363,0.0,0.0,1.0,0.0,0.0
x2534y11363,0.0,0.0,1.0,0.0,0.0
x3034y11363,0.0,0.0,1.0,0.0,0.0
x3534y11363,0.03266516286384982,0.0,0.9673348371361502,0.0,0.0
x4534y11363,0.0,1.0,0.0,0.0,0.0
x5034y11363,0.04500343810560037,0.9549965618943996,0.0,0.0,0.0
x5534y11363,0.0,1.0,0.0,0.0,0.0
x6034y11363,0.0,1.0,0.0,0.0,0.0
x6534y11363,0.0,0.8360685434335033,0.16393145656649666,0.0,0.0
x7034y11363,0.12846394313859924,0.8715360568614007,0.0,0.0,0.0
x7534y11363,0.0,1.0,0.0,0.0,0.0
x8034y11363,0.0,1.0,0.0,0.0,0.0
x8534y11363,0.0632534393509443,0.9367465606490558,0.0,0.0,0.0
x9034y11363,0.0,1.0,0.0,0.0,0.0
x9534y11363,0.0,1.0,0.0,0.0,0.0
x10034y11363,0.0,1.0,0.0,0.0,0.0
x10534y11363,0.0,1.0,0.0,0.0,0.0
x34y11863,0.0,1.0,0.0,0.0,0.0
x534y11863,0.0866446300021091,0.9133553699978909,0.0,0.0,0.0
x1034y11863,0.23333086648819126,0.7666691335118087,0.0,0.0,0.0
x1534y11863,0.04444895286295582,0.6540262261129065,0.30152482102413786,0.0,0.0
x2034y11863,0.19024743199102645,0.0,0.8097525680089736,0.0,0.0
x2534y11863,0.11991510975583658,0.0,0.8800848902441635,0.0,0.0
x3034y11863,0.0,0.0,1.0,0.0,0.0
x3534y11863,0.0,0.0,1.0,0.0,0.0
x4534y11863,0.0,1.0,0.0,0.0,0.0
x5034y11863,0.0,1.0,0.0,0.0,0.0
x5534y11863,0.0,0.9082288243167282,0.09177117568327174,0.0,0.0
x6034y11863,0.0,1.0,0.0,0.0,0.0
x6534y11863,0.1077410858499718,0.8922589141500283,0.0,0.0,0.0
x7034y11863,0.04931182325868734,0.9506881767413127,0.0,0.0,0.0
x8034y11863,0.0,1.0,0.0,0.0,0.0
x8534y11863,0.07343212452202695,0.926567875477973,0.0,0.0,0.0
x9034y11863,0.15242191571810543,0.8475780842818945,0.0,0.0,0.0
x9534y11863,0.0,1.0,0.0,0.0,0.0
x10034y11863,0.0,1.0,0.0,0.0,0.0
x10534y11863,0.0,1.0,0.0,0.0,0.0
x34y12363,0.0,1.0,0.0,0.0,0.0
x1034y12363,0.0,1.0,0.0,0.0,0.0
x1534y12363,0.0,1.0,0.0,0.0,0.0
x2034y12363,0.2766830210596951,0.7233169789403049,0.0,0.0,0.0
x2534y12363,0.07892217842605753,0.9210778215739425,0.0,0.0,0.0
x3034y12363,0.22679855655931172,0.0,0.7732014434406882,0.0,0.0
x3534y12363,0.0,0.0,1.0,0.0,0.0
x4534y12363,0.0,1.0,0.0,0.0,0.0
x5034y12363,0.0,0.8668777665490133,0.1331222334509867,0.0,0.0
x5534y12363,0.0,1.0,0.0,0.0,0.0
x6034y12363,0.0,1.0,0.0,0.0,0.0
x6534y12363,0.0,1.0,0.0,0.0,0.0
x7034y12363,0.10112376680580136,0.8988762331941986,0.0,0.0,0.0
x7534y12363,0.0,1.0,0.0,0.0,0.0
x8034y12363,0.08985870031015146,0.9101412996898485,0.0,0.0,0.0
x8534y12363,0.04888362237938457,0.9511163776206154,0.0,0.0,0.0
x9034y12363,0.0,1.0,0.0,0.0,0.0
